"16","0.4158415841584158","0.4158415841584158","0.4158415841584158","0.5148514851485149","0.5148514851485149","0.5148514851485149","0.6206896551724138","0.6206896551724138","0.6206896551724138","0.5714285714285714","0.5714285714285714","0.5714285714285714","0.5486725663716814","0.5486725663716814","0.5486725663716814","0.5876288659793815","0.5876288659793815","0.5876288659793815","0.5769230769230769","0.5769230769230769","0.5769230769230769","0.5862068965517241","0.5862068965517241","0.5862068965517241","","","","0","0","0","0.3956043956043956","0.3956043956043956","0.3956043956043956","0.6446280991735537","0.6446280991735537","0.6446280991735537","0.5935483870967742","0.5935483870967742","0.5935483870967742","0.5688073394495413","0.5688073394495413","0.5688073394495413","0.5981308411214953","0.5981308411214953","0.5981308411214953","0.6","0.6","0.6","0.6833333333333333","0.6833333333333333","0.6833333333333333","0.6166666666666667","0.6166666666666667","0.6166666666666667","0.5925925925925926","0.5925925925925926","0.5925925925925926","0","0","0","0.6461538461538462","0.6461538461538462","0.6461538461538462","0.7313432835820896","0.7313432835820896","0.7313432835820896","0.5953488372093023","0.5953488372093023","0.5953488372093023","0.3488372093023256","0.3488372093023256","0.3488372093023256","0.6260869565217392","0.6260869565217392","0.6260869565217392","0.6885245901639344","0.6885245901639344","0.6885245901639344","0.38636363636363635","0.38636363636363635","0.38636363636363635","0.6474820143884892","0.6474820143884892","0.6474820143884892","0.6394557823129252","0.6394557823129252","0.6394557823129252","0.656","0.656","0.656"
"17","0.13513513513513514","0.13513513513513514","0.13513513513513514","0.5882352941176471","0.5882352941176471","0.5882352941176471","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.5714285714285714","0.5714285714285714","0.5714285714285714","0.325","0.325","0.325","0.5384615384615384","0.5384615384615384","0.5384615384615384","0.6507936507936508","0.6507936507936508","0.6507936507936508","0.6867469879518072","0.6867469879518072","0.6867469879518072","","","","0.05714285714285714","0.05714285714285714","0.05714285714285714","0.6493506493506493","0.6493506493506493","0.6493506493506493","0.6181818181818182","0.6181818181818182","0.6181818181818182","0.2564102564102564","0.2564102564102564","0.2564102564102564","0.1282051282051282","0.1282051282051282","0.1282051282051282","0.3764705882352941","0.3764705882352941","0.3764705882352941","0.5333333333333333","0.5333333333333333","0.5333333333333333","0.5714285714285714","0.5714285714285714","0.5714285714285714","0.5714285714285714","0.5714285714285714","0.5714285714285714","0.656934306569343","0.656934306569343","0.656934306569343","0","0","0","0.3595505617977528","0.3595505617977528","0.3595505617977528","0.6551724137931034","0.6551724137931034","0.6551724137931034","0.6993006993006993","0.6993006993006993","0.6993006993006993","0.5801526717557252","0.5801526717557252","0.5801526717557252","0.6986301369863014","0.6986301369863014","0.6986301369863014","0.6434782608695652","0.6434782608695652","0.6434782608695652","0.6797385620915033","0.6797385620915033","0.6797385620915033","0.6296296296296297","0.6296296296296297","0.6296296296296297","0.5684210526315789","0.5684210526315789","0.5684210526315789","0.6612903225806451","0.6612903225806451","0.6612903225806451"
"18","0.6518518518518519","0.6518518518518519","0.6518518518518519","0.6551724137931034","0.6551724137931034","0.6551724137931034","0.45714285714285713","0.45714285714285713","0.45714285714285713","0.544","0.544","0.544","0.6176470588235294","0.6176470588235294","0.6176470588235294","0.5871559633027523","0.5871559633027523","0.5871559633027523","0.3958333333333333","0.3958333333333333","0.3958333333333333","0.5436893203883495","0.5436893203883495","0.5436893203883495","","","","0.4485981308411215","0.4485981308411215","0.4485981308411215","0.6290322580645161","0.6290322580645161","0.6290322580645161","0.5","0.5","0.5","0.5666666666666667","0.5666666666666667","0.5666666666666667","0.7014925373134329","0.7014925373134329","0.7014925373134329","0.6206896551724138","0.6206896551724138","0.6206896551724138","0.4807692307692308","0.4807692307692308","0.4807692307692308","0.684931506849315","0.684931506849315","0.684931506849315","0.52","0.52","0.52","0.24691358024691357","0.24691358024691357","0.24691358024691357","0","0","0","0.5689655172413793","0.5689655172413793","0.5689655172413793","0.6386554621848739","0.6386554621848739","0.6386554621848739","0.6506024096385542","0.6506024096385542","0.6506024096385542","0.6333333333333333","0.6333333333333333","0.6333333333333333","0.6837606837606838","0.6837606837606838","0.6837606837606838","0.6324786324786325","0.6324786324786325","0.6324786324786325","0.6440677966101694","0.6440677966101694","0.6440677966101694","0.6218487394957983","0.6218487394957983","0.6218487394957983","0.704225352112676","0.704225352112676","0.704225352112676","0.6333333333333333","0.6333333333333333","0.6333333333333333"
"19","0.5094339622641509","0.5094339622641509","0.5094339622641509","0.4842105263157895","0.4842105263157895","0.4842105263157895","0.6222222222222222","0.6222222222222222","0.6222222222222222","0.5217391304347826","0.5217391304347826","0.5217391304347826","0.5714285714285714","0.5714285714285714","0.5714285714285714","0.6618705035971223","0.6618705035971223","0.6618705035971223","0.7313432835820896","0.7313432835820896","0.7313432835820896","0.5523809523809524","0.5523809523809524","0.5523809523809524","","","","0.5957446808510638","0.5957446808510638","0.5957446808510638","0.5777777777777777","0.5777777777777777","0.5777777777777777","0.5765765765765766","0.5765765765765766","0.5765765765765766","0.08333333333333333","0.08333333333333333","0.08333333333333333","0.6616541353383458","0.6616541353383458","0.6616541353383458","0.6306306306306306","0.6306306306306306","0.6306306306306306","0.6","0.6","0.6","0.6714285714285714","0.6714285714285714","0.6714285714285714","0.6519337016574586","0.6519337016574586","0.6519337016574586","0.64","0.64","0.64","0.591304347826087","0.591304347826087","0.591304347826087","0.624","0.624","0.624","0.696969696969697","0.696969696969697","0.696969696969697","0.6363636363636364","0.6363636363636364","0.6363636363636364","0.6176470588235294","0.6176470588235294","0.6176470588235294","0.6865671641791045","0.6865671641791045","0.6865671641791045","0.6111111111111112","0.6111111111111112","0.6111111111111112","0.21052631578947367","0.21052631578947367","0.21052631578947367","0.6290322580645161","0.6290322580645161","0.6290322580645161","0.7222222222222222","0.7222222222222222","0.7222222222222222","0.7058823529411765","0.7058823529411765","0.7058823529411765"
"20","0.6206896551724138","0.6206896551724138","0.6206896551724138","0.6838709677419355","0.6838709677419355","0.6838709677419355","0.6211180124223602","0.6211180124223602","0.6211180124223602","0.5915492957746479","0.5915492957746479","0.5915492957746479","0.64","0.64","0.64","0.5982905982905983","0.5982905982905983","0.5982905982905983","0.6495726495726496","0.6495726495726496","0.6495726495726496","0.5102040816326531","0.5102040816326531","0.5102040816326531","","","","0.3953488372093023","0.3953488372093023","0.3953488372093023","0.16216216216216217","0.16216216216216217","0.16216216216216217","0.5964912280701754","0.5964912280701754","0.5964912280701754","0.7172413793103448","0.7172413793103448","0.7172413793103448","0.6395939086294417","0.6395939086294417","0.6395939086294417","0.5739910313901345","0.5739910313901345","0.5739910313901345","0.6050420168067226","0.6050420168067226","0.6050420168067226","0.7205882352941176","0.7205882352941176","0.7205882352941176","0.6242038216560509","0.6242038216560509","0.6242038216560509","0.6296296296296297","0.6296296296296297","0.6296296296296297","0.5225225225225225","0.5225225225225225","0.5225225225225225","0.3333333333333333","0.3333333333333333","0.3333333333333333","0.6758620689655173","0.6758620689655173","0.6758620689655173","0.6890756302521008","0.6890756302521008","0.6890756302521008","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6260869565217392","0.6260869565217392","0.6260869565217392","0.6548672566371682","0.6548672566371682","0.6548672566371682","0.4631578947368421","0.4631578947368421","0.4631578947368421","0.6446280991735537","0.6446280991735537","0.6446280991735537","0.7169811320754716","0.7169811320754716","0.7169811320754716","0.7313432835820896","0.7313432835820896","0.7313432835820896"
"21","0.6754966887417219","0.6754966887417219","0.6754966887417219","0.7218045112781954","0.7218045112781954","0.7218045112781954","0.625","0.625","0.625","0.6212121212121212","0.6212121212121212","0.6212121212121212","0.6238532110091743","0.6238532110091743","0.6238532110091743","0.6341463414634146","0.6341463414634146","0.6341463414634146","0.6891891891891891","0.6891891891891891","0.6891891891891891","0.6370370370370371","0.6370370370370371","0.6370370370370371","","","","0.4583333333333333","0.4583333333333333","0.4583333333333333","0.6991869918699187","0.6991869918699187","0.6991869918699187","0.6440677966101694","0.6440677966101694","0.6440677966101694","0.6533333333333333","0.6533333333333333","0.6533333333333333","0.08450704225352113","0.08450704225352113","0.08450704225352113","0.703125","0.703125","0.703125","0.6451612903225806","0.6451612903225806","0.6451612903225806","0.6341463414634146","0.6341463414634146","0.6341463414634146","0.6911764705882353","0.6911764705882353","0.6911764705882353","0.6473988439306358","0.6473988439306358","0.6473988439306358","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.5660377358490566","0.5660377358490566","0.5660377358490566","0.631578947368421","0.631578947368421","0.631578947368421","0.6548672566371682","0.6548672566371682","0.6548672566371682","0.6293706293706294","0.6293706293706294","0.6293706293706294","0.7258064516129032","0.7258064516129032","0.7258064516129032","0.6355140186915887","0.6355140186915887","0.6355140186915887","0.6623376623376623","0.6623376623376623","0.6623376623376623","0.6446280991735537","0.6446280991735537","0.6446280991735537","0.6956521739130435","0.6956521739130435","0.6956521739130435","0.7407407407407407","0.7407407407407407","0.7407407407407407"
"22","0.6306306306306306","0.6306306306306306","0.6306306306306306","0.6608695652173913","0.6608695652173913","0.6608695652173913","0.6363636363636364","0.6363636363636364","0.6363636363636364","0.5470085470085471","0.5470085470085471","0.5470085470085471","0.5576923076923077","0.5576923076923077","0.5576923076923077","0.6308724832214765","0.6308724832214765","0.6308724832214765","0.6486486486486487","0.6486486486486487","0.6486486486486487","0.6482758620689655","0.6482758620689655","0.6482758620689655","","","","0.5988023952095808","0.5988023952095808","0.5988023952095808","0.6153846153846154","0.6153846153846154","0.6153846153846154","0.5510204081632653","0.5510204081632653","0.5510204081632653","0.6065573770491803","0.6065573770491803","0.6065573770491803","0.3373493975903614","0.3373493975903614","0.3373493975903614","0.7222222222222222","0.7222222222222222","0.7222222222222222","0.6050420168067226","0.6050420168067226","0.6050420168067226","0.704","0.704","0.704","0.5607476635514018","0.5607476635514018","0.5607476635514018","0.43010752688172044","0.43010752688172044","0.43010752688172044","0.5352112676056338","0.5352112676056338","0.5352112676056338","0.6451612903225806","0.6451612903225806","0.6451612903225806","0.5660377358490566","0.5660377358490566","0.5660377358490566","0.5909090909090909","0.5909090909090909","0.5909090909090909","0.5384615384615384","0.5384615384615384","0.5384615384615384","0.6466165413533834","0.6466165413533834","0.6466165413533834","0.6962962962962963","0.6962962962962963","0.6962962962962963","0.691358024691358","0.691358024691358","0.691358024691358","0.6371681415929203","0.6371681415929203","0.6371681415929203","0.6363636363636364","0.6363636363636364","0.6363636363636364","0.7213114754098361","0.7213114754098361","0.7213114754098361"
"23","0.7132867132867133","0.7132867132867133","0.7132867132867133","0.7049180327868853","0.7049180327868853","0.7049180327868853","0.5765765765765766","0.5765765765765766","0.5765765765765766","0.5689655172413793","0.5689655172413793","0.5689655172413793","0.4948453608247423","0.4948453608247423","0.4948453608247423","0.65","0.65","0.65","0.5490196078431373","0.5490196078431373","0.5490196078431373","0.6504065040650406","0.6504065040650406","0.6504065040650406","","","","0.5294117647058824","0.5294117647058824","0.5294117647058824","0.6833333333333333","0.6833333333333333","0.6833333333333333","0.6938775510204082","0.6938775510204082","0.6938775510204082","0.5862068965517241","0.5862068965517241","0.5862068965517241","0.32098765432098764","0.32098765432098764","0.32098765432098764","0.5544554455445545","0.5544554455445545","0.5544554455445545","0.6614173228346457","0.6614173228346457","0.6614173228346457","0.6446280991735537","0.6446280991735537","0.6446280991735537","0.6206896551724138","0.6206896551724138","0.6206896551724138","0.6923076923076923","0.6923076923076923","0.6923076923076923","0.6504065040650406","0.6504065040650406","0.6504065040650406","0.6351351351351351","0.6351351351351351","0.6351351351351351","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.7218045112781954","0.7218045112781954","0.7218045112781954","0.5447154471544715","0.5447154471544715","0.5447154471544715","0.672","0.672","0.672","0.6140350877192983","0.6140350877192983","0.6140350877192983","0.6496815286624203","0.6496815286624203","0.6496815286624203","0.6333333333333333","0.6333333333333333","0.6333333333333333","0.616822429906542","0.616822429906542","0.616822429906542","0.6829268292682927","0.6829268292682927","0.6829268292682927"
"24","0.6415094339622641","0.6415094339622641","0.6415094339622641","0.5882352941176471","0.5882352941176471","0.5882352941176471","0.631578947368421","0.631578947368421","0.631578947368421","0.6065573770491803","0.6065573770491803","0.6065573770491803","0.5660377358490566","0.5660377358490566","0.5660377358490566","0.625","0.625","0.625","0.616822429906542","0.616822429906542","0.616822429906542","0.6762589928057554","0.6762589928057554","0.6762589928057554","","","","0.6436781609195402","0.6436781609195402","0.6436781609195402","0.5714285714285714","0.5714285714285714","0.5714285714285714","0.6853146853146853","0.6853146853146853","0.6853146853146853","0.5142857142857142","0.5142857142857142","0.5142857142857142","0.6225165562913907","0.6225165562913907","0.6225165562913907","0.6371681415929203","0.6371681415929203","0.6371681415929203","0.6504065040650406","0.6504065040650406","0.6504065040650406","0.688","0.688","0.688","0.5925925925925926","0.5925925925925926","0.5925925925925926","0.576","0.576","0.576","0.6764705882352942","0.6764705882352942","0.6764705882352942","0.6515151515151515","0.6515151515151515","0.6515151515151515","0.6551724137931034","0.6551724137931034","0.6551724137931034","0.6883116883116883","0.6883116883116883","0.6883116883116883","0.5343511450381679","0.5343511450381679","0.5343511450381679","0.6771653543307087","0.6771653543307087","0.6771653543307087","0.6938775510204082","0.6938775510204082","0.6938775510204082","0.65","0.65","0.65","0.6271186440677966","0.6271186440677966","0.6271186440677966","0.7333333333333333","0.7333333333333333","0.7333333333333333","0.7633587786259542","0.7633587786259542","0.7633587786259542"
"25","0.6794871794871795","0.6794871794871795","0.6794871794871795","0.5904761904761905","0.5904761904761905","0.5904761904761905","0.6857142857142857","0.6857142857142857","0.6857142857142857","0.5862068965517241","0.5862068965517241","0.5862068965517241","0.6507936507936508","0.6507936507936508","0.6507936507936508","0.6055045871559633","0.6055045871559633","0.6055045871559633","0.6885245901639344","0.6885245901639344","0.6885245901639344","0.58","0.58","0.58","","","","0.6716417910447762","0.6716417910447762","0.6716417910447762","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.7194244604316546","0.7194244604316546","0.7194244604316546","0.5739130434782609","0.5739130434782609","0.5739130434782609","0.6557377049180327","0.6557377049180327","0.6557377049180327","0.672566371681416","0.672566371681416","0.672566371681416","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6330935251798561","0.6330935251798561","0.6330935251798561","0.5961538461538461","0.5961538461538461","0.5961538461538461","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.36363636363636365","0.36363636363636365","0.36363636363636365","0.5636363636363636","0.5636363636363636","0.5636363636363636","0.6774193548387096","0.6774193548387096","0.6774193548387096","0.6387434554973822","0.6387434554973822","0.6387434554973822","0.5825242718446602","0.5825242718446602","0.5825242718446602","0.7205882352941176","0.7205882352941176","0.7205882352941176","0.7432432432432432","0.7432432432432432","0.7432432432432432","0.688","0.688","0.688","0.6206896551724138","0.6206896551724138","0.6206896551724138","0.6764705882352942","0.6764705882352942","0.6764705882352942","0.6495726495726496","0.6495726495726496","0.6495726495726496"
"26","0.6504065040650406","0.6504065040650406","0.6504065040650406","0.6962962962962963","0.6962962962962963","0.6962962962962963","0.6616541353383458","0.6616541353383458","0.6616541353383458","","","","0.6611570247933884","0.6611570247933884","0.6611570247933884","0.6837606837606838","0.6837606837606838","0.6837606837606838","0.6949152542372882","0.6949152542372882","0.6949152542372882","0.6610169491525424","0.6610169491525424","0.6610169491525424","","","","0.6161616161616161","0.6161616161616161","0.6161616161616161","0.5911330049261084","0.5911330049261084","0.5911330049261084","0.6111111111111112","0.6111111111111112","0.6111111111111112","0.6557377049180327","0.6557377049180327","0.6557377049180327","0.6842105263157895","0.6842105263157895","0.6842105263157895","0.5523809523809524","0.5523809523809524","0.5523809523809524","0.65","0.65","0.65","0.7007299270072993","0.7007299270072993","0.7007299270072993","0.7258064516129032","0.7258064516129032","0.7258064516129032","0.6290322580645161","0.6290322580645161","0.6290322580645161","0.6210526315789474","0.6210526315789474","0.6210526315789474","0.591304347826087","0.591304347826087","0.591304347826087","","","","0.7107438016528925","0.7107438016528925","0.7107438016528925","0.6266666666666667","0.6266666666666667","0.6266666666666667","0.6713286713286714","0.6713286713286714","0.6713286713286714","0.6751592356687898","0.6751592356687898","0.6751592356687898","0.7131782945736435","0.7131782945736435","0.7131782945736435","0.6194690265486725","0.6194690265486725","0.6194690265486725","0.6917293233082706","0.6917293233082706","0.6917293233082706","0.726027397260274","0.726027397260274","0.726027397260274"
"27","0.711864406779661","0.711864406779661","0.711864406779661","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6166666666666667","0.6166666666666667","0.6166666666666667","","","","0.6607142857142857","0.6607142857142857","0.6607142857142857","0.6428571428571429","0.6428571428571429","0.6428571428571429","0.6605504587155964","0.6605504587155964","0.6605504587155964","0.6666666666666666","0.6666666666666666","0.6666666666666666","","","","0.6564885496183206","0.6564885496183206","0.6564885496183206","0.6764705882352942","0.6764705882352942","0.6764705882352942","0.6956521739130435","0.6956521739130435","0.6956521739130435","0.628099173553719","0.628099173553719","0.628099173553719","0.6885245901639344","0.6885245901639344","0.6885245901639344","0.6956521739130435","0.6956521739130435","0.6956521739130435","0.6774193548387096","0.6774193548387096","0.6774193548387096","0.6722689075630253","0.6722689075630253","0.6722689075630253","0.425531914893617","0.425531914893617","0.425531914893617","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.5491803278688525","0.5491803278688525","0.5491803278688525","0.6748466257668712","0.6748466257668712","0.6748466257668712","","","","0.725925925925926","0.725925925925926","0.725925925925926","0.5523809523809524","0.5523809523809524","0.5523809523809524","0.6722689075630253","0.6722689075630253","0.6722689075630253","0.7222222222222222","0.7222222222222222","0.7222222222222222","0.6885245901639344","0.6885245901639344","0.6885245901639344","0.6290322580645161","0.6290322580645161","0.6290322580645161","0.6758620689655173","0.6758620689655173","0.6758620689655173","0.72","0.72","0.72"
"28","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6551724137931034","0.6551724137931034","0.6551724137931034","0.65","0.65","0.65","","","","0.6491228070175439","0.6491228070175439","0.6491228070175439","0.6181818181818182","0.6181818181818182","0.6181818181818182","0.6285714285714286","0.6285714285714286","0.6285714285714286","0.6890756302521008","0.6890756302521008","0.6890756302521008","","","","0.6557377049180327","0.6557377049180327","0.6557377049180327","0.628099173553719","0.628099173553719","0.628099173553719","0.7272727272727273","0.7272727272727273","0.7272727272727273","0.6086956521739131","0.6086956521739131","0.6086956521739131","0.6829268292682927","0.6829268292682927","0.6829268292682927","0.6037735849056604","0.6037735849056604","0.6037735849056604","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.7014925373134329","0.7014925373134329","0.7014925373134329","0.6495726495726496","0.6495726495726496","0.6495726495726496","0.704225352112676","0.704225352112676","0.704225352112676","0.46017699115044247","0.46017699115044247","0.46017699115044247","0.6923076923076923","0.6923076923076923","0.6923076923076923","","","","0.7092198581560284","0.7092198581560284","0.7092198581560284","0.6466165413533834","0.6466165413533834","0.6466165413533834","0.7310344827586207","0.7310344827586207","0.7310344827586207","0.7058823529411765","0.7058823529411765","0.7058823529411765","0.6779661016949152","0.6779661016949152","0.6779661016949152","0.6446280991735537","0.6446280991735537","0.6446280991735537","0.6608695652173913","0.6608695652173913","0.6608695652173913","0.6942148760330579","0.6942148760330579","0.6942148760330579"
"29","0.7022900763358778","0.7022900763358778","0.7022900763358778","0.6788990825688074","0.6788990825688074","0.6788990825688074","0.7164179104477612","0.7164179104477612","0.7164179104477612","","","","0.6917293233082706","0.6917293233082706","0.6917293233082706","0.6771653543307087","0.6771653543307087","0.6771653543307087","0.6095238095238096","0.6095238095238096","0.6095238095238096","0.6837606837606838","0.6837606837606838","0.6837606837606838","","","","0.6153846153846154","0.6153846153846154","0.6153846153846154","0.656","0.656","0.656","0.625","0.625","0.625","0.628099173553719","0.628099173553719","0.628099173553719","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6829268292682927","0.6829268292682927","0.6829268292682927","0.5765765765765766","0.5765765765765766","0.5765765765765766","0.6614173228346457","0.6614173228346457","0.6614173228346457","0.5767441860465117","0.5767441860465117","0.5767441860465117","0.37209302325581395","0.37209302325581395","0.37209302325581395","0.5223880597014925","0.5223880597014925","0.5223880597014925","0.4631578947368421","0.4631578947368421","0.4631578947368421","","","","0.6594594594594595","0.6594594594594595","0.6594594594594595","0.6573426573426573","0.6573426573426573","0.6573426573426573","0.7213114754098361","0.7213114754098361","0.7213114754098361","0.7317073170731707","0.7317073170731707","0.7317073170731707","0.6842105263157895","0.6842105263157895","0.6842105263157895","0.6206896551724138","0.6206896551724138","0.6206896551724138","0.6078431372549019","0.6078431372549019","0.6078431372549019","0.6829268292682927","0.6829268292682927","0.6829268292682927"
"30","0.6181818181818182","0.6181818181818182","0.6181818181818182","0.6724137931034483","0.6724137931034483","0.6724137931034483","0.6751592356687898","0.6751592356687898","0.6751592356687898","","","","0.6","0.6","0.6","0.7142857142857143","0.7142857142857143","0.7142857142857143","0.6929133858267716","0.6929133858267716","0.6929133858267716","0.6829268292682927","0.6829268292682927","0.6829268292682927","","","","0.5925925925925926","0.5925925925925926","0.5925925925925926","0.672","0.672","0.672","0.706766917293233","0.706766917293233","0.706766917293233","0.6446280991735537","0.6446280991735537","0.6446280991735537","0.6548672566371682","0.6548672566371682","0.6548672566371682","0.616822429906542","0.616822429906542","0.616822429906542","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6524822695035462","0.6524822695035462","0.6524822695035462","0.5972850678733032","0.5972850678733032","0.5972850678733032","0.5565217391304348","0.5565217391304348","0.5565217391304348","0.7058823529411765","0.7058823529411765","0.7058823529411765","0.696969696969697","0.696969696969697","0.696969696969697","","","","0.6956521739130435","0.6956521739130435","0.6956521739130435","0.5178571428571429","0.5178571428571429","0.5178571428571429","0.6721311475409836","0.6721311475409836","0.6721311475409836","0.7154471544715447","0.7154471544715447","0.7154471544715447","0.6870229007633588","0.6870229007633588","0.6870229007633588","0.6307692307692307","0.6307692307692307","0.6307692307692307","0.6885245901639344","0.6885245901639344","0.6885245901639344","0.7076923076923077","0.7076923076923077","0.7076923076923077"
"31","0.6554621848739496","0.6554621848739496","0.6554621848739496","0.6788990825688074","0.6788990825688074","0.6788990825688074","0.6504065040650406","0.6504065040650406","0.6504065040650406","","","","0.7142857142857143","0.7142857142857143","0.7142857142857143","0.6993006993006993","0.6993006993006993","0.6993006993006993","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6929133858267716","0.6929133858267716","0.6929133858267716","","","","0.6193548387096774","0.6193548387096774","0.6193548387096774","0.6829268292682927","0.6829268292682927","0.6829268292682927","0.631578947368421","0.631578947368421","0.631578947368421","0.6115702479338843","0.6115702479338843","0.6115702479338843","0.6491228070175439","0.6491228070175439","0.6491228070175439","0.56","0.56","0.56","0.65625","0.65625","0.65625","0.6825396825396826","0.6825396825396826","0.6825396825396826","0.6785714285714286","0.6785714285714286","0.6785714285714286","0.6307692307692307","0.6307692307692307","0.6307692307692307","0.5045045045045045","0.5045045045045045","0.5045045045045045","0.7022900763358778","0.7022900763358778","0.7022900763358778","","","","0.7313432835820896","0.7313432835820896","0.7313432835820896","0.65","0.65","0.65","0.7258064516129032","0.7258064516129032","0.7258064516129032","0.6890756302521008","0.6890756302521008","0.6890756302521008","0.7218045112781954","0.7218045112781954","0.7218045112781954","0.6016260162601627","0.6016260162601627","0.6016260162601627","0.7121212121212122","0.7121212121212122","0.7121212121212122","0.7218045112781954","0.7218045112781954","0.7218045112781954"
