"Step","13-x2ct-20250607_010214 - val_f1","13-x2ct-20250607_010214 - val_f1__MIN","13-x2ct-20250607_010214 - val_f1__MAX","30-x2ct-20250605_051616 - val_f1","30-x2ct-20250605_051616 - val_f1__MIN","30-x2ct-20250605_051616 - val_f1__MAX","29-x2ct-20250605_050310 - val_f1","29-x2ct-20250605_050310 - val_f1__MIN","29-x2ct-20250605_050310 - val_f1__MAX","28-x2ct-20250605_050152 - val_f1","28-x2ct-20250605_050152 - val_f1__MIN","28-x2ct-20250605_050152 - val_f1__MAX","26-x2ct-20250605_050026 - val_f1","26-x2ct-20250605_050026 - val_f1__MIN","26-x2ct-20250605_050026 - val_f1__MAX","27-x2ct-20250605_045920 - val_f1","27-x2ct-20250605_045920 - val_f1__MIN","27-x2ct-20250605_045920 - val_f1__MAX","25-x2ct-20250605_042726 - val_f1","25-x2ct-20250605_042726 - val_f1__MIN","25-x2ct-20250605_042726 - val_f1__MAX","24-x2ct-20250605_042150 - val_f1","24-x2ct-20250605_042150 - val_f1__MIN","24-x2ct-20250605_042150 - val_f1__MAX","23-x2ct-20250605_040620 - val_f1","23-x2ct-20250605_040620 - val_f1__MIN","23-x2ct-20250605_040620 - val_f1__MAX","22-x2ct-20250605_032711 - val_f1","22-x2ct-20250605_032711 - val_f1__MIN","22-x2ct-20250605_032711 - val_f1__MAX","21-x2ct-20250605_031244 - val_f1","21-x2ct-20250605_031244 - val_f1__MIN","21-x2ct-20250605_031244 - val_f1__MAX","20-x2ct-20250605_030844 - val_f1","20-x2ct-20250605_030844 - val_f1__MIN","20-x2ct-20250605_030844 - val_f1__MAX","19-x2ct-20250605_023333 - val_f1","19-x2ct-20250605_023333 - val_f1__MIN","19-x2ct-20250605_023333 - val_f1__MAX","18-x2ct-20250605_022611 - val_f1","18-x2ct-20250605_022611 - val_f1__MIN","18-x2ct-20250605_022611 - val_f1__MAX","16-x2ct-20250605_021715 - val_f1","16-x2ct-20250605_021715 - val_f1__MIN","16-x2ct-20250605_021715 - val_f1__MAX","17-x2ct-20250605_021715 - val_f1","17-x2ct-20250605_021715 - val_f1__MIN","17-x2ct-20250605_021715 - val_f1__MAX","15-x2ct-20250605_014356 - val_f1","15-x2ct-20250605_014356 - val_f1__MIN","15-x2ct-20250605_014356 - val_f1__MAX","14-x2ct-20250605_013513 - val_f1","14-x2ct-20250605_013513 - val_f1__MIN","14-x2ct-20250605_013513 - val_f1__MAX","12-x2ct-20250605_013414 - val_f1","12-x2ct-20250605_013414 - val_f1__MIN","12-x2ct-20250605_013414 - val_f1__MAX","11-x2ct-20250605_002211 - val_f1","11-x2ct-20250605_002211 - val_f1__MIN","11-x2ct-20250605_002211 - val_f1__MAX","10-x2ct-20250605_001405 - val_f1","10-x2ct-20250605_001405 - val_f1__MIN","10-x2ct-20250605_001405 - val_f1__MAX","9-x2ct-20250604_235138 - val_f1","9-x2ct-20250604_235138 - val_f1__MIN","9-x2ct-20250604_235138 - val_f1__MAX","8-x2ct-20250604_233322 - val_f1","8-x2ct-20250604_233322 - val_f1__MIN","8-x2ct-20250604_233322 - val_f1__MAX","7-x2ct-20250604_230121 - val_f1","7-x2ct-20250604_230121 - val_f1__MIN","7-x2ct-20250604_230121 - val_f1__MAX","6-x2ct-20250604_223606 - val_f1","6-x2ct-20250604_223606 - val_f1__MIN","6-x2ct-20250604_223606 - val_f1__MAX","5-x2ct-20250604_222605 - val_f1","5-x2ct-20250604_222605 - val_f1__MIN","5-x2ct-20250604_222605 - val_f1__MAX","3-x2ct-20250604_215732 - val_f1","3-x2ct-20250604_215732 - val_f1__MIN","3-x2ct-20250604_215732 - val_f1__MAX","4-x2ct-20250604_215658 - val_f1","4-x2ct-20250604_215658 - val_f1__MIN","4-x2ct-20250604_215658 - val_f1__MAX","2-x2ct-20250604_215106 - val_f1","2-x2ct-20250604_215106 - val_f1__MIN","2-x2ct-20250604_215106 - val_f1__MAX","1-x2ct-20250604_214206 - val_f1","1-x2ct-20250604_214206 - val_f1__MIN","1-x2ct-20250604_214206 - val_f1__MAX"
"10","0","0","0","0.7142857142857143","0.7142857142857143","0.7142857142857143","0.6551724137931034","0.6551724137931034","0.6551724137931034","0.7068965517241379","0.7068965517241379","0.7068965517241379","0.6935483870967742","0.6935483870967742","0.6935483870967742","0.6928104575163399","0.6928104575163399","0.6928104575163399","0.6976744186046512","0.6976744186046512","0.6976744186046512","0.6956521739130435","0.6956521739130435","0.6956521739130435","0.6942148760330579","0.6942148760330579","0.6942148760330579","0.7058823529411765","0.7058823529411765","0.7058823529411765","0.717948717948718","0.717948717948718","0.717948717948718","0.7368421052631579","0.7368421052631579","0.7368421052631579","0.7049180327868853","0.7049180327868853","0.7049180327868853","0.4782608695652174","0.4782608695652174","0.4782608695652174","0.594059405940594","0.594059405940594","0.594059405940594","0.7299270072992701","0.7299270072992701","0.7299270072992701","0.5416666666666666","0.5416666666666666","0.5416666666666666","0.6962025316455697","0.6962025316455697","0.6962025316455697","0.6885245901639344","0.6885245901639344","0.6885245901639344","0.3132530120481928","0.3132530120481928","0.3132530120481928","0.5957446808510638","0.5957446808510638","0.5957446808510638","0.734375","0.734375","0.734375","0.7131782945736435","0.7131782945736435","0.7131782945736435","0.7","0.7","0.7","0.7323943661971831","0.7323943661971831","0.7323943661971831","0.38095238095238093","0.38095238095238093","0.38095238095238093","0.6476190476190476","0.6476190476190476","0.6476190476190476","0.4186046511627907","0.4186046511627907","0.4186046511627907","0.6019417475728155","0.6019417475728155","0.6019417475728155","0.7692307692307693","0.7692307692307693","0.7692307692307693"
"11","0","0","0","0.7074829931972789","0.7074829931972789","0.7074829931972789","0.7213114754098361","0.7213114754098361","0.7213114754098361","0.6206896551724138","0.6206896551724138","0.6206896551724138","0.6724137931034483","0.6724137931034483","0.6724137931034483","0.7058823529411765","0.7058823529411765","0.7058823529411765","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.7092198581560284","0.7092198581560284","0.7092198581560284","0.72","0.72","0.72","0.6956521739130435","0.6956521739130435","0.6956521739130435","0.6481481481481481","0.6481481481481481","0.6481481481481481","0.6938775510204082","0.6938775510204082","0.6938775510204082","0.75","0.75","0.75","0.6126126126126126","0.6126126126126126","0.6126126126126126","0.5161290322580645","0.5161290322580645","0.5161290322580645","0.6964285714285714","0.6964285714285714","0.6964285714285714","0.6363636363636364","0.6363636363636364","0.6363636363636364","0.7076923076923077","0.7076923076923077","0.7076923076923077","0.660377358490566","0.660377358490566","0.660377358490566","0.7218045112781954","0.7218045112781954","0.7218045112781954","0.6299212598425197","0.6299212598425197","0.6299212598425197","0","0","0","0.6554621848739496","0.6554621848739496","0.6554621848739496","0.6935483870967742","0.6935483870967742","0.6935483870967742","0.688","0.688","0.688","0.7236842105263158","0.7236842105263158","0.7236842105263158","0.5576923076923077","0.5576923076923077","0.5576923076923077","0.736","0.736","0.736","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6422018348623854","0.6422018348623854","0.6422018348623854"
"12","0","0","0","0.7450980392156863","0.7450980392156863","0.7450980392156863","0.6891891891891891","0.6891891891891891","0.6891891891891891","0.6722689075630253","0.6722689075630253","0.6722689075630253","0.7388535031847133","0.7388535031847133","0.7388535031847133","0.6867469879518072","0.6867469879518072","0.6867469879518072","0.6950354609929078","0.6950354609929078","0.6950354609929078","0.7","0.7","0.7","0.75","0.75","0.75","0.6788990825688074","0.6788990825688074","0.6788990825688074","0.7241379310344828","0.7241379310344828","0.7241379310344828","0.6434782608695652","0.6434782608695652","0.6434782608695652","0.7132867132867133","0.7132867132867133","0.7132867132867133","0.7555555555555555","0.7555555555555555","0.7555555555555555","0.6984126984126984","0.6984126984126984","0.6984126984126984","0.6166666666666667","0.6166666666666667","0.6166666666666667","0.75","0.75","0.75","0.6306306306306306","0.6306306306306306","0.6306306306306306","0.7230769230769231","0.7230769230769231","0.7230769230769231","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.5656565656565656","0.5656565656565656","0.5656565656565656","0.7299270072992701","0.7299270072992701","0.7299270072992701","0.6918238993710691","0.6918238993710691","0.6918238993710691","0.696969696969697","0.696969696969697","0.696969696969697","0.7304347826086957","0.7304347826086957","0.7304347826086957","0.6527777777777778","0.6527777777777778","0.6527777777777778","0.6491228070175439","0.6491228070175439","0.6491228070175439","0.7017543859649122","0.7017543859649122","0.7017543859649122","0.5576923076923077","0.5576923076923077","0.5576923076923077","0.7183098591549296","0.7183098591549296","0.7183098591549296"
"13","0.6792452830188679","0.6792452830188679","0.6792452830188679","0.7218045112781954","0.7218045112781954","0.7218045112781954","0.7058823529411765","0.7058823529411765","0.7058823529411765","0.6885245901639344","0.6885245901639344","0.6885245901639344","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6590909090909091","0.6590909090909091","0.6590909090909091","0.6476190476190476","0.6476190476190476","0.6476190476190476","0.6017699115044248","0.6017699115044248","0.6017699115044248","0.7412587412587412","0.7412587412587412","0.7412587412587412","0.7086614173228346","0.7086614173228346","0.7086614173228346","0.7591240875912408","0.7591240875912408","0.7591240875912408","0.72","0.72","0.72","0.6071428571428571","0.6071428571428571","0.6071428571428571","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.6608695652173913","0.6608695652173913","0.6608695652173913","0.6984126984126984","0.6984126984126984","0.6984126984126984","0.6833333333333333","0.6833333333333333","0.6833333333333333","0.6821705426356589","0.6821705426356589","0.6821705426356589","0.732824427480916","0.732824427480916","0.732824427480916","0.6226415094339622","0.6226415094339622","0.6226415094339622","0.7017543859649122","0.7017543859649122","0.7017543859649122","0.6833333333333333","0.6833333333333333","0.6833333333333333","0.6724137931034483","0.6724137931034483","0.6724137931034483","0.7313432835820896","0.7313432835820896","0.7313432835820896","0.7445255474452555","0.7445255474452555","0.7445255474452555","0.6929133858267716","0.6929133858267716","0.6929133858267716","0.6055045871559633","0.6055045871559633","0.6055045871559633","0.7017543859649122","0.7017543859649122","0.7017543859649122","0.7468354430379747","0.7468354430379747","0.7468354430379747"
"14","0.7074829931972789","0.7074829931972789","0.7074829931972789","0.6528497409326425","0.6528497409326425","0.6528497409326425","0.7074829931972789","0.7074829931972789","0.7074829931972789","0.7014925373134329","0.7014925373134329","0.7014925373134329","0.6941176470588235","0.6941176470588235","0.6941176470588235","0.7586206896551724","0.7586206896551724","0.7586206896551724","0.6346153846153846","0.6346153846153846","0.6346153846153846","0.6495726495726496","0.6495726495726496","0.6495726495726496","0.7480916030534351","0.7480916030534351","0.7480916030534351","0.5473684210526316","0.5473684210526316","0.5473684210526316","0.6896551724137931","0.6896551724137931","0.6896551724137931","0.7258064516129032","0.7258064516129032","0.7258064516129032","0.7027027027027027","0.7027027027027027","0.7027027027027027","0.7388535031847133","0.7388535031847133","0.7388535031847133","0.7164179104477612","0.7164179104477612","0.7164179104477612","0.6962962962962963","0.6962962962962963","0.6962962962962963","0.7407407407407407","0.7407407407407407","0.7407407407407407","0.6710526315789473","0.6710526315789473","0.6710526315789473","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.7518796992481203","0.7518796992481203","0.7518796992481203","0.6349206349206349","0.6349206349206349","0.6349206349206349","0.6446280991735537","0.6446280991735537","0.6446280991735537","0.6095238095238096","0.6095238095238096","0.6095238095238096","0.7096774193548387","0.7096774193548387","0.7096774193548387","0.676923076923077","0.676923076923077","0.676923076923077","0.7428571428571429","0.7428571428571429","0.7428571428571429","0.6019417475728155","0.6019417475728155","0.6019417475728155","0.6774193548387096","0.6774193548387096","0.6774193548387096","0.7258064516129032","0.7258064516129032","0.7258064516129032","0.7352941176470589","0.7352941176470589","0.7352941176470589"
"15","0.7480916030534351","0.7480916030534351","0.7480916030534351","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.7218045112781954","0.7218045112781954","0.7218045112781954","0.6607142857142857","0.6607142857142857","0.6607142857142857","0.6825396825396826","0.6825396825396826","0.6825396825396826","0.7086614173228346","0.7086614173228346","0.7086614173228346","0.691358024691358","0.691358024691358","0.691358024691358","0.6950354609929078","0.6950354609929078","0.6950354609929078","0.6491228070175439","0.6491228070175439","0.6491228070175439","0.7304347826086957","0.7304347826086957","0.7304347826086957","0.7051282051282052","0.7051282051282052","0.7051282051282052","0.706766917293233","0.706766917293233","0.706766917293233","0.7107438016528925","0.7107438016528925","0.7107438016528925","0.7011494252873564","0.7011494252873564","0.7011494252873564","0.7567567567567568","0.7567567567567568","0.7567567567567568","0.6551724137931034","0.6551724137931034","0.6551724137931034","0.7096774193548387","0.7096774193548387","0.7096774193548387","0.7479674796747967","0.7479674796747967","0.7479674796747967","0.659217877094972","0.659217877094972","0.659217877094972","0.7538461538461538","0.7538461538461538","0.7538461538461538","0.684931506849315","0.684931506849315","0.684931506849315","0.7441860465116279","0.7441860465116279","0.7441860465116279","0.7162162162162162","0.7162162162162162","0.7162162162162162","0.7083333333333334","0.7083333333333334","0.7083333333333334","0.7285714285714285","0.7285714285714285","0.7285714285714285","0.7218045112781954","0.7218045112781954","0.7218045112781954","0.6428571428571429","0.6428571428571429","0.6428571428571429","0.7482014388489209","0.7482014388489209","0.7482014388489209","0.5106382978723404","0.5106382978723404","0.5106382978723404","0.5953488372093023","0.5953488372093023","0.5953488372093023"
"16","0.7169811320754716","0.7169811320754716","0.7169811320754716","0.6825396825396826","0.6825396825396826","0.6825396825396826","0.6972477064220184","0.6972477064220184","0.6972477064220184","0.7286821705426356","0.7286821705426356","0.7286821705426356","0.6055045871559633","0.6055045871559633","0.6055045871559633","0.7272727272727273","0.7272727272727273","0.7272727272727273","0.6984126984126984","0.6984126984126984","0.6984126984126984","0.449438202247191","0.449438202247191","0.449438202247191","0.345679012345679","0.345679012345679","0.345679012345679","0.7394957983193278","0.7394957983193278","0.7394957983193278","0.6896551724137931","0.6896551724137931","0.6896551724137931","0.7261146496815286","0.7261146496815286","0.7261146496815286","0.7096774193548387","0.7096774193548387","0.7096774193548387","0.7575757575757576","0.7575757575757576","0.7575757575757576","0.6904761904761905","0.6904761904761905","0.6904761904761905","0.6705882352941176","0.6705882352941176","0.6705882352941176","0.6896551724137931","0.6896551724137931","0.6896551724137931","0.7205882352941176","0.7205882352941176","0.7205882352941176","0.71875","0.71875","0.71875","0.7518796992481203","0.7518796992481203","0.7518796992481203","0.6833333333333333","0.6833333333333333","0.6833333333333333","0.6428571428571429","0.6428571428571429","0.6428571428571429","0.7049180327868853","0.7049180327868853","0.7049180327868853","0.7301587301587301","0.7301587301587301","0.7301587301587301","0.7450980392156863","0.7450980392156863","0.7450980392156863","0.5773195876288659","0.5773195876288659","0.5773195876288659","0.7142857142857143","0.7142857142857143","0.7142857142857143","0.7571428571428571","0.7571428571428571","0.7571428571428571","0.3855421686746988","0.3855421686746988","0.3855421686746988","0.7204968944099379","0.7204968944099379","0.7204968944099379"
"17","0.6902654867256637","0.6902654867256637","0.6902654867256637","0.7464788732394366","0.7464788732394366","0.7464788732394366","0.7596899224806202","0.7596899224806202","0.7596899224806202","0.6833333333333333","0.6833333333333333","0.6833333333333333","0.7261146496815286","0.7261146496815286","0.7261146496815286","0.7285714285714285","0.7285714285714285","0.7285714285714285","0.7079646017699115","0.7079646017699115","0.7079646017699115","0.6923076923076923","0.6923076923076923","0.6923076923076923","0.660377358490566","0.660377358490566","0.660377358490566","0.6626506024096386","0.6626506024096386","0.6626506024096386","0.7175572519083969","0.7175572519083969","0.7175572519083969","0.7540983606557377","0.7540983606557377","0.7540983606557377","0.7412587412587412","0.7412587412587412","0.7412587412587412","0.6138613861386139","0.6138613861386139","0.6138613861386139","0.5714285714285714","0.5714285714285714","0.5714285714285714","0.6814814814814815","0.6814814814814815","0.6814814814814815","0.6861313868613139","0.6861313868613139","0.6861313868613139","0.6829268292682927","0.6829268292682927","0.6829268292682927","0.7121212121212122","0.7121212121212122","0.7121212121212122","0.7352941176470589","0.7352941176470589","0.7352941176470589","0.6984126984126984","0.6984126984126984","0.6984126984126984","0.7131782945736435","0.7131782945736435","0.7131782945736435","0.6666666666666666","0.6666666666666666","0.6666666666666666","0.7375886524822695","0.7375886524822695","0.7375886524822695","0.7164179104477612","0.7164179104477612","0.7164179104477612","0.6545454545454545","0.6545454545454545","0.6545454545454545","0.5742574257425742","0.5742574257425742","0.5742574257425742","0.7166666666666667","0.7166666666666667","0.7166666666666667","0.6956521739130435","0.6956521739130435","0.6956521739130435","0.7313432835820896","0.7313432835820896","0.7313432835820896"
"18","0.6451612903225806","0.6451612903225806","0.6451612903225806","0.672566371681416","0.672566371681416","0.672566371681416","0.6890756302521008","0.6890756302521008","0.6890756302521008","0.6949152542372882","0.6949152542372882","0.6949152542372882","0.7352941176470589","0.7352941176470589","0.7352941176470589","0.7205882352941176","0.7205882352941176","0.7205882352941176","0.7619047619047619","0.7619047619047619","0.7619047619047619","0.7183098591549296","0.7183098591549296","0.7183098591549296","0.7786259541984732","0.7786259541984732","0.7786259541984732","0.6542056074766355","0.6542056074766355","0.6542056074766355","0.7096774193548387","0.7096774193548387","0.7096774193548387","0.660377358490566","0.660377358490566","0.660377358490566","0.594059405940594","0.594059405940594","0.594059405940594","0.7080745341614907","0.7080745341614907","0.7080745341614907","0.6126126126126126","0.6126126126126126","0.6126126126126126","0.6917293233082706","0.6917293233082706","0.6917293233082706","0.7092198581560284","0.7092198581560284","0.7092198581560284","0.6901408450704225","0.6901408450704225","0.6901408450704225","0.7105263157894737","0.7105263157894737","0.7105263157894737","0.7244094488188977","0.7244094488188977","0.7244094488188977","0.7222222222222222","0.7222222222222222","0.7222222222222222","0.75","0.75","0.75","0.706766917293233","0.706766917293233","0.706766917293233","0.7407407407407407","0.7407407407407407","0.7407407407407407","0.725","0.725","0.725","0.7299270072992701","0.7299270072992701","0.7299270072992701","0.672566371681416","0.672566371681416","0.672566371681416","0.616822429906542","0.616822429906542","0.616822429906542","0.5904761904761905","0.5904761904761905","0.5904761904761905","0.7727272727272727","0.7727272727272727","0.7727272727272727"
"19","0.6050420168067226","0.6050420168067226","0.6050420168067226","0.6991869918699187","0.6991869918699187","0.6991869918699187","0.7346938775510204","0.7346938775510204","0.7346938775510204","0.6942148760330579","0.6942148760330579","0.6942148760330579","0.7407407407407407","0.7407407407407407","0.7407407407407407","0.7086614173228346","0.7086614173228346","0.7086614173228346","0.6776859504132231","0.6776859504132231","0.6776859504132231","0.6829268292682927","0.6829268292682927","0.6829268292682927","0.7","0.7","0.7","0.7107438016528925","0.7107438016528925","0.7107438016528925","0.768","0.768","0.768","0.6534653465346535","0.6534653465346535","0.6534653465346535","0.6875","0.6875","0.6875","0.6226415094339622","0.6226415094339622","0.6226415094339622","0.7244094488188977","0.7244094488188977","0.7244094488188977","0.7225806451612903","0.7225806451612903","0.7225806451612903","0.6274509803921569","0.6274509803921569","0.6274509803921569","0.6238532110091743","0.6238532110091743","0.6238532110091743","0.7132867132867133","0.7132867132867133","0.7132867132867133","0.7407407407407407","0.7407407407407407","0.7407407407407407","0.6964285714285714","0.6964285714285714","0.6964285714285714","0.6776859504132231","0.6776859504132231","0.6776859504132231","0.723404255319149","0.723404255319149","0.723404255319149","0.5603448275862069","0.5603448275862069","0.5603448275862069","0.672566371681416","0.672566371681416","0.672566371681416","0.7218045112781954","0.7218045112781954","0.7218045112781954","0.46153846153846156","0.46153846153846156","0.46153846153846156","0.7012987012987013","0.7012987012987013","0.7012987012987013","0.6890756302521008","0.6890756302521008","0.6890756302521008","0.6428571428571429","0.6428571428571429","0.6428571428571429"
"20","0.7","0.7","0.7","0.7575757575757576","0.7575757575757576","0.7575757575757576","0.7424242424242424","0.7424242424242424","0.7424242424242424","0.6825396825396826","0.6825396825396826","0.6825396825396826","0.704","0.704","0.704","0.7313432835820896","0.7313432835820896","0.7313432835820896","0.7394957983193278","0.7394957983193278","0.7394957983193278","0.6917293233082706","0.6917293233082706","0.6917293233082706","0.75","0.75","0.75","0.7407407407407407","0.7407407407407407","0.7407407407407407","0.7716535433070866","0.7716535433070866","0.7716535433070866","0.7230769230769231","0.7230769230769231","0.7230769230769231","0.768","0.768","0.768","0.6379310344827587","0.6379310344827587","0.6379310344827587","0.7384615384615385","0.7384615384615385","0.7384615384615385","0.21333333333333335","0.21333333333333335","0.21333333333333335","0.5882352941176471","0.5882352941176471","0.5882352941176471","0.6935483870967742","0.6935483870967742","0.6935483870967742","0.6865671641791045","0.6865671641791045","0.6865671641791045","0.7518796992481203","0.7518796992481203","0.7518796992481203","0.7164179104477612","0.7164179104477612","0.7164179104477612","0.6956521739130435","0.6956521739130435","0.6956521739130435","0.7183098591549296","0.7183098591549296","0.7183098591549296","0.7222222222222222","0.7222222222222222","0.7222222222222222","0.7074829931972789","0.7074829931972789","0.7074829931972789","0.752","0.752","0.752","0.6","0.6","0.6","0.6428571428571429","0.6428571428571429","0.6428571428571429","0.7375886524822695","0.7375886524822695","0.7375886524822695","0.725925925925926","0.725925925925926","0.725925925925926"
